,cat1,cat2,id,name,packaging,unit_price,iva,unit_size,size_format,price_decreased
30,"Aceite, especias y salsas","Aceite, vinagre y sal",112,Sal de ajo Hacendado,Bote,1.80,10,0.13,kg,False
31,"Aceite, especias y salsas","Aceite, vinagre y sal",112,Sal de frutas sabor limón Hacendado,Bote,2.10,10,0.25,kg,False
32,"Aceite, especias y salsas","Aceite, vinagre y sal",112,Sal 60% menos de sodio Hacendado,Bote,2.30,10,0.25,kg,False
33,"Aceite, especias y salsas","Aceite, vinagre y sal",112,Preparado para salmón ahumado Hacendado,Bote,3.30,10,0.75,kg,False
34,"Aceite, especias y salsas","Aceite, vinagre y sal",112,Sal rosa del Himalaya Hacendado,Bote,1.80,10,0.25,kg,False
35,"Aceite, especias y salsas",Especias,115,Orégano Hacendado,Bote,0.95,10,0.025,kg,False
36,"Aceite, especias y salsas",Especias,115,Perejil Hacendado,Bote,0.95,10,0.018,kg,False
37,"Aceite, especias y salsas",Especias,115,Hoja de laurel Hacendado,Paquete,0.80,10,0.012,kg,False
38,"Aceite, especias y salsas",Especias,115,Hierbas provenzales Hacendado,Bote,1.20,10,0.025,kg,False
39,"Aceite, especias y salsas",Especias,115,Albahaca Hacendado,Bote,1.25,10,0.02,kg,False
40,"Aceite, especias y salsas",Especias,115,Romero Hacendado,Bote,1.35,10,0.04,kg,False
41,"Aceite, especias y salsas",Especias,115,Tomillo Hacendado,Bote,1.05,10,0.024,kg,False
42,"Aceite, especias y salsas",Especias,115,Eneldo Hacendado,Bote,1.85,10,0.018,kg,False
43,"Aceite, especias y salsas",Especias,115,Cilantro Hacendado,Bote,1.85,10,0.012,kg,False
44,"Aceite, especias y salsas",Especias,115,Ajo y Perejil Hacendado,Bote,1.30,10,0.074,kg,False
45,"Aceite, especias y salsas",Especias,115,Colorante alimentario Hacendado,Bote,0.90,10,0.085,kg,False
46,"Aceite, especias y salsas",Especias,115,Pimentón dulce Hacendado,Bote,1.00,10,0.056,kg,False
47,"Aceite, especias y salsas",Especias,115,Pimentón dulce Hacendado,Bote,1.40,10,0.075,kg,False
48,"Aceite, especias y salsas",Especias,115,Pimentón dulce de la Vera Hacendado,Bote,1.75,10,0.075,kg,False
49,"Aceite, especias y salsas",Especias,115,Azafrán molido Hacendado,Paquete,1.75,10,0.0004,kg,False
50,"Aceite, especias y salsas",Especias,115,Azafrán hebra Hacendado,Paquete,1.70,10,0.000375,kg,False
51,"Aceite, especias y salsas",Especias,115,Pimentón picante Hacendado,Bote,1.35,10,0.06,kg,False
52,"Aceite, especias y salsas",Especias,115,Pimienta negra molida Hacendado,Bote,1.05,10,0.07,kg,False
53,"Aceite, especias y salsas",Especias,115,Molinillo pimienta negra Hacendado,Bote,1.65,10,0.065,kg,False
54,"Aceite, especias y salsas",Especias,115,Pimienta negra en grano Hacendado,Bote,1.45,10,0.07,kg,False
55,"Aceite, especias y salsas",Especias,115,Molinillo mix pimientas Hacendado,Bote,1.85,10,0.05,kg,False
56,"Aceite, especias y salsas",Especias,115,Pimienta blanca molida Hacendado,Bote,2.15,10,0.07,kg,False
57,"Aceite, especias y salsas",Especias,115,Ajo granulado Hacendado,Bote,1.15,0,0.115,kg,False
58,"Aceite, especias y salsas",Especias,115,Cebolla frita crujiente Hacendado,Bote,1.15,10,0.15,kg,False
59,"Aceite, especias y salsas",Especias,115,Canela molida Hacendado,Bote,0.95,10,0.052,kg,False
60,"Aceite, especias y salsas",Especias,115,Canela en rama Hacendado,Bote,1.45,10,0.019,kg,False
61,"Aceite, especias y salsas",Especias,115,Comino molido Hacendado,Bote,1.00,10,0.058,kg,False
62,"Aceite, especias y salsas",Especias,115,Comino en grano Hacendado,Bote,1.95,10,0.056,kg,False
63,"Aceite, especias y salsas",Especias,115,Curry Hacendado,Bote,1.15,10,0.057,kg,False
64,"Aceite, especias y salsas",Especias,115,Nuez moscada molida Hacendado,Bote,1.65,10,0.058,kg,False
65,"Aceite, especias y salsas",Especias,115,Cebolla en polvo Hacendado,Bote,0.96,0,0.06,kg,False
66,"Aceite, especias y salsas",Especias,115,Cayena guindillas Hacendado,Bote,1.30,0,0.027,kg,False
67,"Aceite, especias y salsas",Especias,115,Cayena molida Hacendado,Bote,1.59,0,0.055,kg,False
68,"Aceite, especias y salsas",Especias,115,Cúrcuma Hacendado,Bote,1.25,10,0.06,kg,False
69,"Aceite, especias y salsas",Especias,115,Jengibre molido Hacendado,Bote,1.60,10,0.049,kg,False
70,"Aceite, especias y salsas",Especias,115,Sal de ajo Hacendado,Bote,1.80,10,0.13,kg,False
71,"Aceite, especias y salsas",Especias,115,Ñoras Hacendado,Paquete,1.40,0,0.025,kg,False
72,"Aceite, especias y salsas",Especias,115,Clavo en grano Hacendado,Bote,1.75,10,0.042,kg,False
73,"Aceite, especias y salsas",Especias,115,Anís en grano Hacendado,Bote,1.90,10,0.05,kg,False
74,"Aceite, especias y salsas",Especias,115,Piñones Hacendado,Bote,2.84,0,0.07,kg,False
75,"Aceite, especias y salsas",Especias,115,Sazonador para fajitas Hacendado sabor tex-mex,Sobre,0.85,10,0.017,kg,False
76,"Aceite, especias y salsas",Especias,115,Sazonador ajo y limón Hacendado para carne y pescado,Sobre,1.05,10,0.03,kg,False
77,"Aceite, especias y salsas",Especias,115,Sazonador hierbas provenzales Hacendado para pollo y costillas,Sobre,1.00,10,0.024,kg,False
78,"Aceite, especias y salsas",Especias,115,Sazonador sabor barbacoa Hacendado para carne,Sobre,1.35,10,0.057,kg,False
79,"Aceite, especias y salsas",Especias,115,Preparado para paella con azafrán Hacendado,Bote,1.85,10,0.076,kg,False
80,"Aceite, especias y salsas",Especias,115,Sazonador para paella con azafrán Hacendado,Caja,1.40,10,0.02,kg,False
81,"Aceite, especias y salsas",Especias,115,Sazonador para burritos Hacendado,Sobre,1.30,10,0.04,kg,False
82,"Aceite, especias y salsas",Especias,115,Sazonador pollo y carne Hacendado,Bote,1.50,10,0.076,kg,False
83,"Aceite, especias y salsas",Especias,115,Sazonador pasta Hacendado,Bote,2.50,10,0.045,kg,False
84,"Aceite, especias y salsas",Especias,115,Mezcla de especias para gazpacho manchego Hacendado,Caja,2.50,10,0.01,kg,False
85,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa Hacendado,Tarro,1.25,10,0.5,l,False
86,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa Hacendado,Tarro,1.00,10,0.24,l,False
87,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa Hacendado,Bote,1.35,10,0.46,l,False
88,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa en sobres individuales,Pack-12,1.25,10,0.24,l,False
89,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa Hellmann's,Tarro,3.25,10,0.45,l,False
90,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa Hellmann's,Tarro,1.95,10,0.225,l,False
91,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Salsa ligera Ligeresa,Tarro,2.65,10,0.425,l,False
92,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Salsa ligera Ligeresa,Tarro,1.55,10,0.21,l,False
93,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Salsa ligera Ligeresa,Bote,2.25,10,0.43,l,False
94,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mayonesa Musa,Tarro,2.25,10,0.54,l,False
95,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Salsa ligera Hacendado,Tarro,1.30,10,0.5,l,False
96,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Salsa ligera Hacendado,Bote,1.35,10,0.46,l,False
97,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Ketchup Hacendado,Bote,1.30,10,0.6,kg,False
98,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Ketchup Hacendado en sobres individuales,Paquete,1.40,10,0.24,kg,False
99,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Ketchup Heinz,Bote,3.50,10,0.65,kg,False
100,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Ketchup zero azúcares añadidos Hacendado,Bote,1.60,10,0.6,kg,False
101,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mostaza a la antigua Hacendado,Tarro,1.70,10,0.2,kg,False
102,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mostaza de Dijon Hacendado,Tarro,1.25,10,0.2,kg,False
103,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Mostaza clásica Hacendado,Bote,1.35,10,0.388,kg,False
104,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Allioli Chovi,Tarrina,1.35,10,0.18,l,False
105,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Allioli Hacendado,Tarrina,1.10,10,0.2,l,False
106,"Aceite, especias y salsas","Mayonesa, ketchup y mostaza",116,Allioli en sobres individuales Hacendado,Paquete,1.50,10,0.16,l,False
107,"Aceite, especias y salsas",Otras salsas,117,Tomate frito Hacendado,Pack-3,1.40,10,1.2,kg,False
108,"Aceite, especias y salsas",Otras salsas,117,Tomate frito Hacendado,Pack-3,1.10,10,0.63,kg,False
109,"Aceite, especias y salsas",Otras salsas,117,Tomate frito Hacendado,Tarro,0.95,10,0.56,kg,False
110,"Aceite, especias y salsas",Otras salsas,117,Tomate frito receta artesana Hacendado,Tarro,2.10,10,0.56,kg,False
111,"Aceite, especias y salsas",Otras salsas,117,Tomate frito receta artesana Hacendado,Tarro,1.50,10,0.3,kg,False
112,"Aceite, especias y salsas",Otras salsas,117,Tomate frito Hida,Bote,1.75,10,0.4,kg,False
113,"Aceite, especias y salsas",Otras salsas,117,Tomate frito estilo casero Hacendado,Brick,1.20,10,0.38,kg,False
114,"Aceite, especias y salsas",Otras salsas,117,Tomate frito Hacendado con aceite de oliva,Pack-3,1.30,10,0.63,kg,False
115,"Aceite, especias y salsas",Otras salsas,117,Tomate frito sin azúcares añadidos Hacendado,Tarro,1.20,10,0.56,kg,False
116,"Aceite, especias y salsas",Otras salsas,117,Tomate frito con cebolla Hacendado,Brick,1.35,10,0.38,kg,False
117,"Aceite, especias y salsas",Otras salsas,117,Salsa barbacoa Hacendado,Bote,1.15,10,0.35,kg,False
118,"Aceite, especias y salsas",Otras salsas,117,Salsa pimienta verde Hacendado,Sobre,1.25,10,0.05,kg,False
119,"Aceite, especias y salsas",Otras salsas,117,Salsa burger Hacendado,Bote,1.35,10,0.25,l,False
120,"Aceite, especias y salsas",Otras salsas,117,Salsa estilo argentino Hacendado,Bote,1.60,10,0.3,kg,False
121,"Aceite, especias y salsas",Otras salsas,117,Salsa Piri Piri Hacendado,Botella,1.00,10,0.195,l,False
122,"Aceite, especias y salsas",Otras salsas,117,Salsa curry Tikka Masala Hacendado picante,Paquete,2.00,10,0.18,kg,False
123,"Aceite, especias y salsas",Otras salsas,117,Salsa pesto con albahaca Hacendado,Tarro,2.10,10,0.19,kg,False
124,"Aceite, especias y salsas",Otras salsas,117,Salsa de tomate boloñesa Hacendado,Tarro,1.65,10,0.29,kg,False
125,"Aceite, especias y salsas",Otras salsas,117,Salsa de tomate Basilico con albahaca Hacendado,Tarro,1.50,10,0.29,kg,False
126,"Aceite, especias y salsas",Otras salsas,117,Salsa fresca Trufa Hacendado,Paquete,1.45,10,0.14,kg,False
127,"Aceite, especias y salsas",Otras salsas,117,Salsa fresca Queso Hacendado,Paquete,1.45,10,0.18,kg,False
128,"Aceite, especias y salsas",Otras salsas,117,Salsa fresca Pesto con albahaca Hacendado,Tarrina,2.00,10,0.15,kg,False
129,"Aceite, especias y salsas",Otras salsas,117,Salsa fresca Setas,Paquete,1.55,10,0.18,kg,False
130,"Aceite, especias y salsas",Otras salsas,117,Salsa fresca Carbonara Hacendado,Paquete,1.55,10,0.2,kg,False
131,"Aceite, especias y salsas",Otras salsas,117,Salsa de soja Hacendado,Botella,1.45,10,0.25,l,False
132,"Aceite, especias y salsas",Otras salsas,117,Salsa teriyaki Hacendado,Botella,1.65,10,0.25,l,False
133,"Aceite, especias y salsas",Otras salsas,117,Salsa agridulce Salsas Asturianas,Bote,1.70,10,0.34,kg,False
134,"Aceite, especias y salsas",Otras salsas,117,Salsa thai chili dulce J-Lek,Botella,1.55,10,0.25,l,False
135,"Aceite, especias y salsas",Otras salsas,117,Salsa de soja sin gluten Hacendado,Botella,2.50,10,0.25,l,False
136,"Aceite, especias y salsas",Otras salsas,117,Guacamole Hacendado,Tarrina,3.59,10,0.5,kg,False
137,"Aceite, especias y salsas",Otras salsas,117,Guacamole Hacendado,Tarrina,1.75,10,0.2,kg,False
138,"Aceite, especias y salsas",Otras salsas,117,Salsa yogur Hacendado,Bote,1.25,10,0.31,l,False
139,"Aceite, especias y salsas",Otras salsas,117,Salsa mexicana Hacendado,Tarro,1.25,10,0.3,kg,False
140,"Aceite, especias y salsas",Otras salsas,117,Salsa Ranch Hacendado,Bote,1.35,10,0.25,l,False
141,"Aceite, especias y salsas",Otras salsas,117,Salsa césar Hacendado,Bote,1.40,10,0.31,l,False
142,"Aceite, especias y salsas",Otras salsas,117,"Aliño de aceite, ajo y perejil Hacendado",Tarrina,1.50,10,0.15,l,False
143,"Aceite, especias y salsas",Otras salsas,117,Salsa miel y mostaza Hacendado,Bote,1.50,10,0.34,kg,False
144,"Aceite, especias y salsas",Otras salsas,117,Salsa de trufas,Bote,3.10,10,0.08,kg,False
145,"Aceite, especias y salsas",Otras salsas,117,Salsa gajos rústica Hacendado,Bote,1.35,10,0.25,l,False
146,"Aceite, especias y salsas",Otras salsas,117,Salsa de queso Hacendado,Tarro,1.75,10,0.28,l,False
147,"Aceite, especias y salsas",Otras salsas,117,Chili con carne Hacendado,Bote,2.65,10,0.42,kg,False
148,"Aceite, especias y salsas",Otras salsas,117,Salsa bechamel Knorr,Brick,2.25,10,0.5,l,False
149,"Aceite, especias y salsas",Otras salsas,117,Salsa cocktail Hacendado,Bote,1.50,10,0.46,l,False
150,"Aceite, especias y salsas",Otras salsas,117,Carne de pimiento choricero Hacendado,Tarro,1.55,10,0.14,kg,False
151,"Aceite, especias y salsas",Otras salsas,117,Pasta de sésamo Tahini Hacendado,Tarro,2.95,10,0.2,kg,False
152,"Aceite, especias y salsas",Otras salsas,117,Salsa brava Hacendado,Bote,1.80,10,0.31,kg,False
153,Agua y refrescos,Agua,156,Agua mineral grande Bronchales,Garrafa,1.26,10,6.0,l,False
154,Agua y refrescos,Agua,156,Agua mineral grande Bronchales,Pack-6,2.34,10,9.0,l,False
155,Agua y refrescos,Agua,156,Agua mineral grande Bronchales,Botella,0.39,10,1.5,l,False
156,Agua y refrescos,Agua,156,Agua mineral mediana Bronchales,Pack-6,3.00,10,6.0,l,False
157,Agua y refrescos,Agua,156,Agua mineral mediana Bronchales,Botella,0.50,10,1.0,l,False
158,Agua y refrescos,Agua,156,Agua mineral pequeña Bronchales,Pack-6,1.62,10,3.0,l,False
159,Agua y refrescos,Agua,156,Agua mineral pequeña Bronchales,Botella,0.27,10,0.5,l,False
160,Agua y refrescos,Agua,156,Agua mineral pequeña Bronchales tapón infantil,Pack-6,2.28,10,1.98,l,False
161,Agua y refrescos,Agua,156,Agua mineral pequeña Bronchales tapón infantil,Botella,0.38,10,0.33,l,False
162,Agua y refrescos,Agua,156,Agua mineral grande Cortes,Garrafa,0.78,10,6.0,l,False
163,Agua y refrescos,Agua,156,Agua mineral grande Cortes,Garrafa,0.89,10,8.0,l,False
164,Agua y refrescos,Agua,156,Agua mineral grande Cortes,Pack-6,1.50,10,9.0,l,False
165,Agua y refrescos,Agua,156,Agua mineral grande Cortes,Botella,0.25,10,1.5,l,False
166,Agua y refrescos,Agua,156,Agua mineral mediana Cortes,Pack-6,2.40,10,6.0,l,False
167,Agua y refrescos,Agua,156,Agua mineral mediana Cortes,Botella,0.40,10,1.0,l,False
168,Agua y refrescos,Agua,156,Agua mineral pequeña Cortes,Pack-6,1.32,10,3.0,l,False
169,Agua y refrescos,Agua,156,Agua mineral pequeña Cortes,Botella,0.22,10,0.5,l,False
170,Agua y refrescos,Agua,156,Agua mineral pequeña Cortes tapón infantil,Pack-6,1.44,10,1.98,l,False
171,Agua y refrescos,Agua,156,Agua mineral pequeña Cortes tapón infantil,Botella,0.24,10,0.33,l,False
172,Agua y refrescos,Agua,156,Agua mineral grande Bezoya,Pack-6,4.38,10,9.0,l,False
173,Agua y refrescos,Agua,156,Agua mineral grande Bezoya,Botella,0.73,10,1.5,l,False
174,Agua y refrescos,Agua,156,Agua mineral grande Nestlé Aquarel,Pack-6,3.54,10,9.0,l,False
175,Agua y refrescos,Agua,156,Agua mineral grande Nestlé Aquarel,Botella,0.59,10,1.5,l,False
176,Agua y refrescos,Agua,156,Agua mineral grande Font Vella,Pack-6,4.20,10,9.0,l,False
177,Agua y refrescos,Agua,156,Agua mineral grande Font Vella,Botella,0.73,10,1.5,l,False
178,Agua y refrescos,Agua,156,Agua mineral grande Solán de Cabras,Pack-6,5.34,10,9.0,l,False
179,Agua y refrescos,Agua,156,Agua mineral grande Solán de Cabras,Botella,0.89,10,1.5,l,False
180,Agua y refrescos,Agua,156,Agua mineral grande Lanjarón,Pack-6,4.20,10,9.0,l,False
181,Agua y refrescos,Agua,156,Agua mineral grande Lanjarón,Botella,0.73,10,1.5,l,False
182,Agua y refrescos,Agua,156,Agua de coco Chaokoh 100% natural,Brick,2.60,10,1.0,l,False
183,Agua y refrescos,Agua,156,Agua mineral con gas grande Vichy Catalan,Botella,1.49,10,1.0,l,False
184,Agua y refrescos,Agua,156,Agua mineral con gas pequeña Vichy Catalan,Pack-6,5.89,10,1.8,l,False
185,Agua y refrescos,Agua,156,Agua mineral con gas grande Cortes,Pack-6,2.46,10,9.0,l,False
186,Agua y refrescos,Agua,156,Agua mineral con gas grande Cortes,Botella,0.41,10,1.5,l,False
187,Agua y refrescos,Agua,156,Agua mineral con gas pequeña Cortes,Pack-6,1.62,10,3.0,l,False
188,Agua y refrescos,Agua,156,Agua mineral con gas pequeña Cortes,Botella,0.27,10,0.5,l,False
189,Agua y refrescos,Agua,156,Agua mineral con gas grande San Pellegrino,Pack-6,8.10,10,6.0,l,False
190,Agua y refrescos,Agua,156,Agua mineral con gas grande San Pellegrino,Botella,1.35,10,1.0,l,False
191,Agua y refrescos,Agua,156,Agua de soda con sifón La Casa,Botella,1.60,10,1.5,l,False
192,Agua y refrescos,Agua,156,Agua mineral con gas grande Fonter,Pack-6,6.84,10,6.0,l,False
193,Agua y refrescos,Agua,156,Agua mineral con gas grande Fonter,Botella,1.14,10,1.0,l,False
194,Agua y refrescos,Agua,156,Gaseosa Hacendado grande,Botella,0.50,21,1.5,l,False
195,Agua y refrescos,Agua,156,Gaseosa Hacendado pequeña,Pack-6,1.92,21,3.0,l,False
196,Agua y refrescos,Agua,156,Gaseosa Hacendado pequeña,Botella,0.32,21,0.5,l,False
197,Agua y refrescos,Agua,156,Gaseosa La Casera grande,Pack-2,2.36,21,3.0,l,False
198,Agua y refrescos,Agua,156,Gaseosa La Casera grande,Botella,1.20,21,1.5,l,False
199,Agua y refrescos,Isotónico y energético,163,Bebida isotónica limón Aquarius,Botella,1.99,21,1.5,l,False
200,Agua y refrescos,Isotónico y energético,163,Bebida isotónica limón Aquarius,Pack-8,6.80,21,2.64,l,False
201,Agua y refrescos,Isotónico y energético,163,Bebida isotónica limón Aquarius,Lata,0.89,21,0.33,l,False
202,Agua y refrescos,Isotónico y energético,163,Bebida isotónica sabor cítrico Iso drink,Botella,1.00,21,1.5,l,False
203,Agua y refrescos,Isotónico y energético,163,Bebida isotónica sabor cítrico Iso drink,Pack-6,2.40,21,1.98,l,False
204,Agua y refrescos,Isotónico y energético,163,Bebida isotónica sabor cítrico Iso drink,Lata,0.40,21,0.33,l,False
205,Agua y refrescos,Isotónico y energético,163,Bebida isotónica naranja Aquarius,Botella,1.99,21,1.5,l,False
206,Agua y refrescos,Isotónico y energético,163,Bebida isotónica naranja Aquarius,Pack-8,6.80,21,2.64,l,False
207,Agua y refrescos,Isotónico y energético,163,Bebida isotónica naranja Aquarius,Lata,0.89,21,0.33,l,False
208,Agua y refrescos,Isotónico y energético,163,Bebida isotónica limón Aquarius zero azúcar,Botella,1.99,21,1.5,l,False
209,Agua y refrescos,Isotónico y energético,163,Bebida isotónica de naranja Iso drink,Botella,1.00,21,1.5,l,False
210,Agua y refrescos,Isotónico y energético,163,Bebida isotónica de naranja Iso drink,Pack-6,2.40,21,1.98,l,False
211,Agua y refrescos,Isotónico y energético,163,Bebida isotónica de naranja Iso drink,Lata,0.40,21,0.33,l,False
212,Agua y refrescos,Isotónico y energético,163,Bebida isotónica Iso On blue Hacendado,Botella,1.55,21,1.5,l,False
213,Agua y refrescos,Isotónico y energético,163,Bebida isotónica Iso On blue Hacendado,Botella,0.60,21,0.5,l,False
214,Agua y refrescos,Isotónico y energético,163,Bebida isotónica azul Powerade,Botella,1.45,21,0.5,l,False
215,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Drink Zero Hacendado,Pack-6,2.70,21,1.5,l,False
216,Agua y refrescos,Isotónico y energético,163,Bebida energética Zero Hacendado,Lata,0.45,21,0.25,l,False
217,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Ultra zero Monster,Pack-4,6.68,21,2.0,l,False
218,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Ultra zero Monster,Lata,1.79,21,0.5,l,False
219,Agua y refrescos,Isotónico y energético,163,Bebida energética energy Monster,Pack-4,6.68,21,2.0,l,False
220,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Monster,Lata,1.79,21,0.5,l,False
221,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Drink Hacendado,Botella,1.60,21,1.5,l,False
222,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Drink Hacendado,Pack-6,2.70,21,1.5,l,False
223,Agua y refrescos,Isotónico y energético,163,Bebida energética Energy Drink Hacendado,Lata,0.45,21,0.25,l,False
224,Agua y refrescos,Isotónico y energético,163,Bebida energética Red Bull,Pack-4,4.60,21,1.0,l,False
225,Agua y refrescos,Isotónico y energético,163,Bebida energética Red Bull,Lata,1.59,21,0.25,l,False
226,Agua y refrescos,Isotónico y energético,163,Bebida energética original Burn,Pack-4,4.60,21,2.0,l,False
227,Agua y refrescos,Isotónico y energético,163,Bebida energética original Burn,Lata,1.25,21,0.5,l,False
228,Agua y refrescos,Isotónico y energético,163,Gel energético con cafeína Enervit Sport sabor cítricos,Pack-3,3.60,10,0.096,kg,False
229,Agua y refrescos,Isotónico y energético,163,Bebida energética Mango Loco Monster,Pack-4,6.68,21,2.0,l,False
230,Agua y refrescos,Isotónico y energético,163,Bebida energética Mango Loco Monster,Lata,1.79,21,0.5,l,False
231,Agua y refrescos,Isotónico y energético,163,Bebida energética Furious Energy drink,Lata,1.00,21,0.5,l,False
232,Agua y refrescos,Isotónico y energético,163,Bebida energética Tropic Energy drink,Lata,1.00,21,0.5,l,False
233,Agua y refrescos,Isotónico y energético,163,Malta Maltín Polar,Pack-6,7.00,21,1.5,l,False
234,Agua y refrescos,Isotónico y energético,163,Malta Maltín Polar,Botellín,1.17,21,0.25,l,False
235,Agua y refrescos,Refresco de cola,158,Refresco Coca-Cola,Pack-2,3.90,21,4.0,l,False
236,Agua y refrescos,Refresco de cola,158,Refresco Coca-Cola,Botella,1.99,21,2.0,l,False
237,Agua y refrescos,Refresco de cola,158,Refresco Coca-Cola,Botella,1.49,21,1.25,l,False
